student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,math_score,science_score,english_score,overall_score
297,19,other,public,high school,4.4,82.9,yes,15-30 min,yes,92.9,80.7,75.3,73.4
298,16,male,public,high school,2.4,53.8,yes,>60 min,yes,50.5,44.9,35.6,48.5
299,15,other,public,phd,6.6,54.7,yes,15-30 min,no,86.0,73.1,62.7,75.1
300,14,other,private,no formal,1.9,85.9,yes,>60 min,no,50.1,56.8,53.5,56.7
301,16,other,private,phd,7.7,68.3,yes,30-60 min,yes,97.5,86.9,75.7,90.9
302,18,other,public,post graduate,5.9,58.3,yes,15-30 min,no,60.0,54.9,73.2,67.6
303,14,other,public,graduate,4.7,63.2,yes,15-30 min,no,49.6,80.9,62.2,60.2
304,19,male,private,high school,4.5,79.9,no,>60 min,yes,77.5,82.6,65.9,73.2
305,17,female,public,high school,3.2,97.7,yes,>60 min,no,78.4,57.8,69.0,64.3
306,14,female,private,post graduate,0.7,86.6,yes,>60 min,yes,37.1,48.0,41.5,45.8
307,15,other,private,post graduate,7.4,89.9,yes,>60 min,no,99.7,100.0,97.4,96.6
308,17,male,public,graduate,6.5,80.4,yes,15-30 min,no,55.3,70.7,100.0,75.0
309,15,female,private,graduate,1.5,68.6,yes,>60 min,yes,28.2,21.1,36.6,39.1
310,14,male,private,post graduate,1.4,98.1,yes,>60 min,no,76.3,42.1,51.3,50.3
311,17,male,private,post graduate,2.8,54.1,no,>60 min,yes,43.4,36.5,55.7,48.2
312,18,other,private,post graduate,6.2,90.4,no,15-30 min,no,85.3,91.1,100.0,91.6
313,14,male,public,high school,4.3,62.9,yes,30-60 min,yes,58.2,38.9,45.7,51.9
314,15,other,public,no formal,5.4,80.4,yes,>60 min,no,67.0,86.2,73.8,77.7
315,15,other,private,diploma,0.5,99.1,yes,15-30 min,yes,53.7,49.6,53.2,47.6
316,17,other,public,diploma,7.4,92.1,yes,30-60 min,yes,100.0,100.0,95.4,100.0
317,18,male,public,diploma,1.7,92.5,yes,>60 min,yes,47.1,56.5,53.0,50.5
318,18,male,private,graduate,2.9,91.2,yes,<15 min,no,65.0,39.6,70.0,50.5
319,19,female,public,phd,7.6,72.7,yes,30-60 min,no,65.5,59.2,78.9,81.4
320,18,female,public,post graduate,6.0,69.7,yes,<15 min,yes,70.7,82.9,69.9,74.5
321,15,other,private,post graduate,4.3,75.9,yes,>60 min,yes,82.4,62.1,87.3,69.2
322,14,female,public,post graduate,7.0,64.3,yes,15-30 min,no,100.0,97.6,86.0,90.7
323,17,male,private,diploma,1.0,73.9,yes,30-60 min,yes,30.4,33.8,38.1,35.1
324,19,other,public,graduate,1.1,56.3,yes,<15 min,no,27.3,36.1,15.1,34.1
325,19,other,public,diploma,1.7,94.6,yes,<15 min,no,58.1,65.2,62.3,55.8
326,15,female,private,post graduate,2.5,86.8,yes,>60 min,yes,26.4,38.4,48.7,46.2
327,15,other,public,phd,5.8,53.1,yes,>60 min,yes,68.2,60.8,53.2,68.1
328,14,other,public,diploma,4.5,83.0,yes,15-30 min,yes,63.5,74.2,60.4,60.8
329,14,female,public,post graduate,3.7,87.9,yes,30-60 min,yes,56.4,73.4,73.7,64.1
330,17,male,private,no formal,6.4,93.1,yes,<15 min,yes,95.9,100.0,90.5,96.0
331,17,female,public,diploma,2.9,66.5,yes,<15 min,no,55.8,42.3,50.6,55.8
332,16,female,public,phd,1.1,81.5,no,30-60 min,yes,30.2,43.0,56.8,45.1
333,15,other,public,post graduate,3.5,63.8,no,<15 min,no,60.9,51.2,61.0,61.6
334,18,other,public,graduate,6.2,92.4,yes,30-60 min,yes,68.4,76.2,89.4,82.6
335,16,female,public,high school,4.1,93.8,no,30-60 min,yes,62.8,61.3,81.9,69.4
336,18,female,private,post graduate,7.8,53.8,no,<15 min,yes,74.4,69.1,71.1,79.6
337,19,female,public,phd,6.9,64.3,yes,30-60 min,yes,92.7,77.4,69.6,77.6
338,15,female,public,diploma,6.4,55.1,yes,<15 min,yes,85.0,67.5,80.0,76.4
339,15,female,public,post graduate,6.3,69.9,yes,15-30 min,no,97.2,77.2,73.8,81.9
340,19,female,private,graduate,4.9,50.3,no,30-60 min,no,45.7,43.3,51.7,51.8
341,17,female,public,diploma,7.3,89.1,yes,15-30 min,no,97.1,100.0,100.0,100.0
342,15,other,public,high school,4.9,71.6,yes,<15 min,yes,65.5,65.2,70.4,62.9
343,17,male,private,graduate,3.3,76.7,yes,30-60 min,yes,52.9,56.9,48.7,51.9
344,17,male,private,diploma,2.0,87.1,no,<15 min,yes,59.1,46.6,65.7,47.9
345,19,other,private,graduate,6.6,85.6,yes,>60 min,no,91.5,84.4,100.0,84.7
346,15,other,public,no formal,3.3,65.7,yes,>60 min,yes,65.0,58.1,47.6,55.8
347,19,female,public,diploma,6.4,89.1,yes,>60 min,no,87.8,100.0,100.0,90.6
348,19,female,private,post graduate,7.9,82.0,yes,15-30 min,no,100.0,100.0,93.9,99.6
349,15,female,private,phd,3.5,60.9,yes,<15 min,yes,48.2,54.1,38.2,53.1
350,14,female,public,high school,3.1,51.5,yes,>60 min,no,64.0,30.7,41.0,40.1
351,17,male,private,graduate,1.8,87.8,yes,30-60 min,no,41.3,51.2,49.3,44.4
352,14,female,private,high school,4.1,58.3,yes,15-30 min,yes,66.5,60.4,59.6,65.1
353,15,male,private,post graduate,5.4,55.6,yes,<15 min,yes,66.6,54.5,56.5,58.9
354,16,male,public,diploma,2.8,71.0,yes,>60 min,no,73.9,48.0,57.2,49.9
355,19,female,private,post graduate,4.1,96.1,no,15-30 min,yes,88.3,79.0,60.4,77.6
356,19,other,public,diploma,4.5,85.9,yes,15-30 min,no,62.3,80.5,69.6,70.8
357,14,male,public,high school,2.6,89.9,yes,>60 min,no,76.6,56.0,53.7,65.9
358,19,other,private,graduate,0.7,63.5,yes,30-60 min,yes,24.5,45.8,35.5,40.4
359,14,female,public,graduate,2.1,91.8,no,15-30 min,yes,55.1,57.3,76.4,60.3
360,18,other,public,post graduate,6.5,70.8,no,>60 min,yes,70.7,100.0,81.5,78.5
361,19,female,public,post graduate,2.6,99.0,yes,15-30 min,no,63.3,66.1,91.2,67.5
362,19,other,public,post graduate,0.6,78.5,yes,15-30 min,no,47.8,50.8,34.7,40.0
363,15,female,public,phd,3.7,80.3,yes,<15 min,no,80.4,86.9,81.8,69.4
364,19,other,private,diploma,5.6,95.8,yes,<15 min,no,90.7,68.2,87.4,78.2
365,14,female,private,graduate,6.1,97.4,yes,<15 min,no,74.6,79.5,62.7,79.7
366,17,female,private,diploma,3.6,50.9,yes,15-30 min,no,35.7,55.2,44.2,50.2
367,16,female,private,graduate,4.8,61.6,yes,>60 min,yes,67.2,53.4,76.5,62.3
368,15,other,private,no formal,6.1,80.7,yes,>60 min,yes,85.1,78.8,87.3,82.9
369,14,other,public,phd,7.2,50.2,yes,<15 min,yes,67.1,82.3,77.3,85.1
370,18,male,private,graduate,5.3,65.9,yes,30-60 min,yes,71.9,83.5,58.9,75.5
371,16,other,private,graduate,5.7,59.8,yes,15-30 min,no,50.7,77.3,42.1,61.0
372,17,other,public,phd,1.2,76.2,yes,>60 min,yes,11.7,31.3,41.9,33.1
373,16,other,public,diploma,3.7,79.9,no,15-30 min,no,66.8,55.7,53.7,65.3
374,16,female,public,diploma,7.2,59.5,yes,15-30 min,yes,75.7,100.0,98.7,82.2
375,19,female,private,graduate,1.7,76.8,yes,30-60 min,no,31.5,43.5,47.9,37.8
376,14,other,private,phd,2.8,69.8,yes,<15 min,no,41.5,48.7,14.4,40.8
377,18,female,private,high school,5.6,99.5,yes,15-30 min,yes,61.0,63.7,85.1,80.5
378,18,female,public,no formal,7.3,53.3,yes,<15 min,yes,63.6,58.7,67.7,74.8
379,16,female,private,no formal,0.9,92.0,no,15-30 min,yes,38.7,32.7,35.0,36.3
380,15,female,public,post graduate,7.0,100.0,yes,<15 min,no,100.0,100.0,100.0,100.0
381,14,male,public,no formal,2.2,77.1,yes,>60 min,no,70.5,57.3,54.6,57.0
382,19,male,public,post graduate,7.0,84.0,yes,15-30 min,no,85.2,77.0,86.5,83.1
383,19,male,public,phd,7.2,56.4,yes,15-30 min,no,89.5,72.6,71.4,83.7
384,15,female,public,post graduate,6.3,67.5,yes,15-30 min,no,83.8,91.4,91.5,82.9
385,14,female,private,high school,7.4,59.1,yes,15-30 min,no,91.7,88.2,66.9,83.0
386,14,female,public,graduate,7.7,79.2,yes,<15 min,no,81.9,87.0,90.2,93.4
387,14,other,private,diploma,7.4,97.1,yes,30-60 min,no,86.6,92.9,90.5,93.7
388,18,male,public,no formal,4.3,51.5,yes,<15 min,no,58.1,50.9,74.3,59.2
389,19,female,private,high school,4.0,74.7,yes,<15 min,no,51.9,43.5,40.9,52.0
390,14,male,private,post graduate,1.3,86.2,yes,30-60 min,yes,33.2,47.7,49.0,45.7
391,18,male,private,graduate,2.1,71.5,no,15-30 min,yes,27.5,63.8,50.8,43.5
392,15,female,private,diploma,5.4,76.9,yes,30-60 min,no,71.6,83.8,88.4,80.8
393,16,male,private,post graduate,1.5,72.6,yes,<15 min,no,40.5,53.8,45.1,47.9
394,17,male,private,graduate,7.6,79.9,yes,>60 min,no,97.5,91.6,100.0,94.3
395,18,other,public,phd,2.2,53.4,yes,30-60 min,no,14.0,32.5,49.1,34.9
396,19,other,public,no formal,1.2,77.3,yes,15-30 min,no,65.3,48.5,34.6,42.4
397,14,male,public,high school,2.3,75.6,yes,>60 min,no,41.5,52.7,46.8,50.4
398,15,male,public,high school,0.9,59.1,yes,30-60 min,yes,15.7,37.5,32.7,32.1
399,15,male,public,diploma,1.7,76.7,yes,>60 min,no,30.1,32.0,35.4,43.8
400,15,female,private,phd,4.9,73.2,yes,30-60 min,yes,60.0,60.3,77.5,61.5
401,19,other,public,diploma,2.7,79.7,yes,30-60 min,no,45.4,54.9,52.5,55.0
402,18,male,public,high school,6.5,78.2,yes,>60 min,yes,78.6,86.6,78.4,80.6
403,15,male,private,no formal,3.5,70.2,yes,>60 min,yes,51.9,59.7,46.0,56.1
404,19,female,public,diploma,5.9,89.1,no,30-60 min,yes,89.1,81.1,92.8,88.2
405,16,other,private,high school,5.8,67.9,yes,15-30 min,no,74.9,87.5,83.6,76.2
406,17,female,private,high school,1.5,73.7,yes,<15 min,yes,52.6,62.2,36.5,48.6
407,16,other,private,no formal,0.9,71.3,yes,<15 min,yes,48.3,26.2,38.3,31.9
408,14,female,private,graduate,6.8,74.3,no,15-30 min,no,77.4,71.8,89.9,81.6
409,19,male,public,post graduate,5.8,90.0,yes,15-30 min,no,69.3,73.0,83.0,79.9
410,14,female,public,post graduate,1.8,85.5,yes,30-60 min,yes,50.1,34.4,31.9,41.0
411,15,other,private,no formal,5.6,52.1,yes,<15 min,yes,62.1,58.2,55.2,58.3
412,15,female,private,phd,3.0,74.7,yes,>60 min,yes,60.0,71.7,45.2,61.2
413,15,male,public,graduate,0.9,56.2,yes,>60 min,yes,40.0,37.3,24.3,38.3
414,14,male,private,graduate,2.2,86.5,yes,<15 min,yes,39.3,56.9,53.2,44.9
415,14,female,public,phd,6.2,99.3,yes,>60 min,no,94.2,97.4,95.1,80.8
416,18,female,private,high school,3.4,80.9,yes,30-60 min,no,64.4,65.3,51.6,55.1
417,19,female,private,graduate,4.6,69.0,yes,<15 min,no,72.9,80.2,76.2,70.4
418,14,female,public,no formal,1.5,53.6,no,<15 min,yes,34.3,46.6,31.7,37.6
419,15,female,private,diploma,1.2,66.6,yes,30-60 min,no,28.2,46.6,45.0,45.9
420,17,female,private,high school,2.3,76.3,yes,>60 min,no,66.5,47.9,62.9,58.8
421,19,male,public,high school,4.0,94.0,yes,30-60 min,yes,66.7,77.4,71.0,65.9
422,18,female,private,graduate,6.9,75.6,yes,>60 min,yes,90.1,89.0,76.0,80.4
423,18,female,public,no formal,6.2,99.2,yes,15-30 min,yes,67.3,67.6,89.8,81.6
424,17,other,public,phd,1.7,68.5,yes,>60 min,no,39.7,39.4,29.3,41.3
425,16,other,private,high school,1.0,50.0,yes,>60 min,yes,32.0,34.4,49.2,34.5
426,15,female,private,no formal,2.2,81.4,yes,>60 min,yes,36.0,50.8,46.0,54.8
427,19,male,public,diploma,6.9,61.0,yes,<15 min,yes,58.8,83.5,79.5,73.9
428,18,male,private,diploma,4.4,62.2,no,>60 min,no,60.8,66.3,42.9,58.1
429,14,male,public,graduate,6.6,50.9,yes,30-60 min,no,100.0,86.2,67.1,79.1
430,18,male,public,post graduate,3.3,76.6,yes,15-30 min,yes,66.8,52.0,37.1,54.0
431,14,other,public,graduate,4.9,62.4,no,>60 min,no,42.2,53.0,47.2,60.4
432,18,male,public,graduate,5.0,99.7,yes,30-60 min,yes,87.3,98.0,97.2,85.4
433,18,male,private,post graduate,5.2,91.8,yes,15-30 min,yes,69.8,68.0,73.5,76.9
434,14,female,public,graduate,4.0,86.1,yes,<15 min,yes,63.2,42.4,62.8,56.7
435,16,male,public,no formal,2.3,67.7,yes,>60 min,no,53.8,50.8,58.3,52.6
436,14,other,private,diploma,3.7,53.6,no,15-30 min,no,52.9,57.7,65.6,59.2
437,17,other,private,post graduate,7.8,83.4,yes,30-60 min,no,100.0,100.0,100.0,100.0
438,19,other,public,high school,2.5,51.1,yes,<15 min,yes,41.1,48.8,38.2,40.5
439,14,female,private,phd,5.9,72.1,yes,15-30 min,no,84.2,91.1,77.6,81.7
440,16,female,private,diploma,7.6,52.6,yes,30-60 min,yes,86.6,93.4,71.9,86.6
441,19,female,private,high school,4.7,78.0,yes,15-30 min,no,67.9,62.6,68.7,67.8
442,15,male,public,diploma,4.2,78.0,no,<15 min,no,62.7,62.6,61.2,61.8
443,14,female,public,graduate,1.4,76.5,yes,15-30 min,no,64.0,50.6,40.5,50.8
444,16,other,private,post graduate,6.1,85.7,yes,>60 min,no,90.8,97.4,75.1,81.9
445,17,male,private,high school,7.3,61.4,no,>60 min,yes,87.5,66.0,67.6,75.7
446,17,male,private,high school,7.9,62.1,yes,>60 min,no,60.3,75.5,67.8,80.6
447,15,female,private,no formal,2.0,70.8,yes,15-30 min,yes,46.2,60.9,57.2,41.9
448,19,female,private,diploma,7.4,85.1,yes,>60 min,yes,81.0,100.0,97.5,91.5
449,17,other,public,phd,3.3,55.8,no,>60 min,no,43.2,41.8,56.8,41.3
450,15,other,private,phd,5.1,94.3,yes,<15 min,no,89.3,75.7,86.4,77.5
451,19,other,public,graduate,2.2,62.6,yes,15-30 min,no,26.2,46.3,48.2,37.0
452,19,female,public,graduate,2.4,56.4,yes,>60 min,no,52.3,60.7,32.5,50.0
453,16,other,private,graduate,5.1,79.9,yes,<15 min,yes,69.8,75.3,68.6,75.3
454,14,male,public,high school,4.1,63.8,yes,15-30 min,no,66.8,76.3,68.3,56.7
455,17,female,private,diploma,7.7,70.4,no,>60 min,no,96.0,92.5,100.0,93.9
456,17,male,private,phd,2.5,53.1,yes,<15 min,yes,46.3,51.4,58.3,49.5
457,14,other,private,graduate,7.1,73.2,yes,30-60 min,no,74.4,92.0,67.4,76.9
458,17,female,public,high school,4.0,65.2,no,>60 min,yes,64.7,60.5,67.8,61.8
459,19,female,public,no formal,1.5,58.5,yes,15-30 min,yes,49.8,50.7,19.9,32.5
460,14,male,private,post graduate,2.3,69.3,no,<15 min,yes,51.1,56.3,47.1,48.5
461,18,other,public,phd,6.2,88.5,yes,<15 min,yes,91.9,80.9,92.0,86.9
462,14,female,private,no formal,6.7,88.2,yes,>60 min,no,90.3,95.5,70.5,80.6
463,18,other,private,diploma,0.8,68.0,yes,<15 min,no,35.2,32.1,38.0,36.9
464,16,female,private,phd,3.6,98.7,yes,>60 min,no,52.0,50.5,59.0,61.9
465,14,male,public,high school,4.2,56.3,yes,30-60 min,yes,63.5,62.6,59.7,62.3
466,19,female,public,high school,5.1,92.7,yes,30-60 min,no,81.0,65.9,67.9,71.9
467,14,female,public,diploma,5.4,98.9,yes,30-60 min,no,79.1,77.4,69.5,79.9
468,17,male,private,diploma,6.7,78.6,yes,15-30 min,no,81.0,87.0,82.8,91.4
469,15,male,private,diploma,2.6,53.0,yes,>60 min,no,43.7,28.4,39.7,36.9
470,19,other,public,phd,1.3,96.1,yes,>60 min,no,68.8,34.7,38.1,51.0
471,18,female,public,phd,1.9,71.8,yes,30-60 min,yes,34.9,42.4,28.9,34.3
472,18,female,private,graduate,7.5,58.6,yes,30-60 min,no,67.0,81.2,77.8,75.0
473,16,female,private,no formal,4.6,94.6,yes,30-60 min,yes,93.4,89.0,83.0,82.8
474,16,other,private,high school,2.1,71.3,yes,<15 min,yes,45.6,39.1,28.8,36.4
475,17,male,public,high school,6.4,75.0,yes,15-30 min,yes,82.1,67.5,80.9,76.2
476,18,female,private,no formal,4.9,78.6,yes,15-30 min,yes,79.9,81.6,82.8,77.4
477,19,male,public,diploma,3.3,95.3,yes,<15 min,no,67.8,60.0,73.6,66.0
478,14,male,private,no formal,0.6,75.2,no,15-30 min,no,45.8,23.0,28.6,30.2
479,17,male,public,graduate,6.4,94.4,yes,30-60 min,no,91.1,64.3,95.8,83.8
480,14,female,public,high school,5.9,58.5,yes,>60 min,no,65.4,75.9,61.7,65.9
481,15,female,private,post graduate,2.5,80.8,yes,30-60 min,yes,52.9,41.1,35.5,48.8
482,18,female,private,graduate,2.5,76.3,no,>60 min,yes,45.3,53.0,35.4,46.8
483,15,other,private,phd,2.5,66.3,yes,30-60 min,yes,43.8,32.5,46.9,45.8
484,18,female,private,diploma,5.5,60.6,no,30-60 min,yes,63.9,58.9,54.9,66.2
485,16,female,public,no formal,2.7,53.5,yes,30-60 min,no,55.8,60.2,57.9,48.6
486,15,other,public,phd,2.8,63.1,no,<15 min,yes,52.4,63.1,63.5,54.4
487,16,female,public,high school,3.3,84.0,no,>60 min,yes,60.2,73.2,75.4,60.6
488,17,other,private,post graduate,7.9,63.9,yes,30-60 min,yes,81.6,74.8,84.4,79.3
489,18,male,public,post graduate,4.0,86.4,yes,30-60 min,yes,76.1,57.7,51.8,68.2
490,17,other,private,phd,3.3,93.8,yes,15-30 min,no,73.7,65.6,60.1,61.1
491,19,other,public,graduate,4.0,84.7,yes,>60 min,yes,53.8,44.3,58.7,60.0
492,19,female,private,graduate,5.9,90.3,yes,15-30 min,yes,88.9,77.4,87.9,83.4
493,18,male,public,diploma,7.1,78.7,yes,>60 min,no,100.0,90.7,97.2,98.2
494,17,female,private,diploma,7.9,97.3,no,>60 min,no,100.0,100.0,100.0,98.2
495,15,other,private,post graduate,4.1,88.1,yes,<15 min,no,43.1,53.7,57.5,60.2
496,16,female,public,graduate,4.0,66.1,no,>60 min,no,50.4,52.4,52.4,50.7
497,14,male,public,no formal,3.0,86.2,yes,>60 min,yes,56.9,41.9,56.8,54.9
498,16,male,private,diploma,6.3,83.6,yes,15-30 min,no,98.3,95.9,86.1,85.3
499,19,female,private,phd,5.4,87.6,yes,30-60 min,yes,83.1,78.1,71.0,70.8
500,16,other,public,high school,3.2,66.0,yes,>60 min,yes,63.6,52.9,53.6,57.1
501,14,female,public,diploma,4.4,75.5,yes,30-60 min,no,98.3,84.3,74.7,74.2
502,17,other,private,phd,2.0,94.0,yes,<15 min,yes,69.0,77.6,57.5,63.4
503,19,other,private,high school,5.7,98.8,yes,30-60 min,yes,81.4,81.7,79.5,86.1
504,19,male,public,post graduate,2.4,68.0,yes,<15 min,yes,48.0,49.6,30.4,38.4
505,15,male,private,post graduate,3.1,74.3,yes,15-30 min,no,59.9,61.1,60.3,61.2
506,16,other,private,high school,1.0,66.5,yes,30-60 min,yes,46.3,28.5,35.6,42.0
507,17,female,private,phd,2.1,85.9,yes,30-60 min,no,37.8,50.7,30.7,46.9
508,15,other,public,diploma,2.0,51.9,no,30-60 min,yes,33.3,33.3,52.9,38.5
509,15,other,private,high school,6.0,97.7,yes,<15 min,yes,68.6,70.4,78.8,83.3
510,15,female,public,high school,5.7,77.5,yes,30-60 min,no,80.6,82.6,74.1,80.3
511,19,male,public,high school,4.5,63.5,yes,<15 min,yes,60.1,70.5,59.9,66.6
512,18,other,public,graduate,3.4,51.9,yes,<15 min,yes,67.7,64.6,37.9,44.8
513,19,female,public,high school,7.2,78.0,yes,15-30 min,yes,91.6,77.8,72.7,79.2
514,18,male,private,diploma,7.1,79.3,yes,15-30 min,yes,82.0,74.1,80.8,86.5
515,19,female,public,post graduate,5.0,84.8,yes,<15 min,no,60.8,63.8,76.3,68.3
516,14,male,public,phd,5.4,76.3,yes,30-60 min,yes,65.2,82.6,69.0,72.1
517,19,male,public,post graduate,6.5,75.8,yes,30-60 min,yes,84.0,100.0,100.0,92.0
518,14,female,public,graduate,5.9,65.2,yes,30-60 min,yes,54.6,72.8,74.2,63.9
519,16,female,private,post graduate,2.2,59.7,yes,15-30 min,no,37.5,42.5,17.7,38.1
520,17,female,public,diploma,4.3,62.6,yes,15-30 min,yes,52.9,55.1,64.4,59.4
521,16,other,public,high school,1.6,68.7,yes,15-30 min,no,29.5,34.8,30.1,39.9
522,14,female,public,post graduate,6.6,88.7,no,30-60 min,yes,95.1,87.6,93.9,82.5
523,15,other,public,no formal,5.4,55.9,no,30-60 min,no,65.5,73.2,66.1,71.0
524,18,other,private,phd,7.8,82.2,yes,30-60 min,no,85.5,75.6,86.4,91.1
525,15,other,public,diploma,1.5,51.9,yes,15-30 min,yes,42.6,13.7,25.7,26.1
526,15,male,public,post graduate,4.3,52.2,yes,30-60 min,no,81.0,60.0,68.4,62.4
527,19,other,private,no formal,5.9,63.7,yes,15-30 min,yes,87.8,79.3,65.5,78.7
528,14,male,public,diploma,7.0,67.9,yes,30-60 min,yes,86.8,78.3,86.6,84.5
529,19,female,public,diploma,6.9,59.5,yes,30-60 min,yes,66.4,77.0,85.7,73.5
530,19,female,public,diploma,2.0,94.3,yes,15-30 min,no,73.2,65.3,64.7,62.6
531,17,male,public,graduate,7.9,65.2,no,15-30 min,no,79.7,88.8,85.6,84.9
532,14,male,public,graduate,7.9,73.4,yes,15-30 min,no,77.9,100.0,82.9,92.2
533,14,other,public,phd,7.8,99.7,yes,>60 min,yes,95.8,89.1,100.0,100.0
534,15,other,public,post graduate,5.1,62.7,yes,<15 min,no,60.0,72.3,77.2,71.1
535,17,male,public,high school,6.7,80.9,yes,>60 min,no,77.5,87.7,87.1,85.6
536,14,female,public,phd,1.1,87.3,yes,<15 min,no,56.8,49.8,44.7,42.8
537,16,male,private,diploma,2.4,63.6,yes,30-60 min,no,55.1,40.4,47.3,40.5
538,14,other,public,diploma,1.2,52.9,yes,30-60 min,no,29.6,28.1,38.4,36.6
539,17,other,public,no formal,4.3,89.6,yes,30-60 min,yes,72.5,78.6,72.6,79.2
540,14,other,public,post graduate,7.7,64.5,yes,>60 min,yes,86.0,94.4,97.9,94.6
541,18,female,private,phd,5.4,66.1,yes,>60 min,no,86.2,69.4,60.3,68.7
542,14,male,public,high school,4.0,70.7,yes,>60 min,no,85.1,84.0,71.8,69.6
543,15,male,public,phd,6.4,52.0,yes,30-60 min,yes,55.8,56.5,55.0,62.3
544,15,male,private,no formal,4.6,92.6,yes,30-60 min,no,81.2,72.8,95.2,70.2
545,18,other,public,phd,3.9,93.2,yes,30-60 min,yes,76.9,55.8,88.4,74.3
546,14,male,public,high school,5.2,93.6,yes,30-60 min,no,92.5,79.9,97.3,88.2
547,16,other,public,diploma,4.3,59.1,no,30-60 min,yes,73.7,62.3,71.0,67.4
548,17,other,private,no formal,5.3,98.8,yes,>60 min,no,80.0,78.6,82.2,82.1
549,17,male,private,phd,6.5,83.1,no,15-30 min,no,91.3,100.0,78.2,94.3
550,18,other,private,graduate,4.0,79.6,yes,>60 min,yes,82.5,76.1,70.1,65.9
551,18,other,private,phd,3.6,86.1,yes,30-60 min,no,68.2,48.3,58.3,68.0
552,16,female,private,diploma,4.7,87.8,yes,>60 min,yes,77.8,71.5,68.7,73.7
553,18,female,public,no formal,7.3,70.8,yes,<15 min,yes,100.0,92.6,71.2,82.5
554,15,male,public,post graduate,3.7,79.2,yes,<15 min,no,60.3,57.4,33.1,54.9
555,19,female,public,no formal,6.9,79.3,yes,15-30 min,no,90.9,88.5,81.2,89.8
556,17,other,private,graduate,5.1,50.4,yes,30-60 min,no,64.5,63.6,69.1,68.3
557,18,female,private,no formal,0.6,50.5,yes,>60 min,yes,20.3,0.0,1.0,27.3
558,19,male,private,high school,4.1,73.5,yes,30-60 min,no,66.7,63.9,64.0,63.8
559,18,female,private,graduate,2.1,77.9,yes,<15 min,no,40.5,29.4,65.3,46.5
560,19,other,private,post graduate,1.6,85.4,yes,<15 min,no,41.6,42.2,39.6,44.4
561,17,male,private,no formal,2.3,87.6,yes,30-60 min,no,44.1,74.7,70.2,62.0
562,14,other,private,high school,5.8,79.3,yes,15-30 min,yes,74.1,75.6,61.6,69.5
563,16,male,private,phd,5.2,64.2,yes,15-30 min,yes,60.8,59.6,96.2,68.7
564,15,male,public,no formal,4.5,81.0,yes,<15 min,yes,81.1,62.4,64.6,61.3
565,19,female,private,high school,4.2,63.0,yes,30-60 min,yes,52.6,73.4,59.5,60.3
566,15,female,private,phd,3.4,90.9,yes,15-30 min,yes,57.3,57.9,51.3,60.6
567,15,other,public,graduate,7.1,71.2,yes,<15 min,no,76.9,81.6,75.0,77.2
568,15,male,private,no formal,7.5,94.7,yes,15-30 min,no,85.4,93.2,87.1,89.1
569,17,male,public,phd,6.2,56.4,yes,<15 min,no,60.5,79.5,74.9,78.1
570,17,female,public,diploma,2.7,85.3,yes,<15 min,no,47.5,43.1,32.0,46.6
571,19,other,private,post graduate,7.4,71.5,yes,30-60 min,yes,100.0,100.0,89.0,97.3
572,16,other,public,graduate,6.6,56.4,yes,15-30 min,yes,69.0,87.3,80.3,71.8
573,15,female,public,diploma,1.4,78.0,yes,<15 min,yes,49.9,53.2,44.0,52.0
574,14,other,private,diploma,3.1,60.6,yes,<15 min,yes,44.1,44.0,64.5,47.1
575,14,other,public,graduate,3.0,64.6,no,<15 min,no,47.8,60.5,72.7,55.7
576,16,other,public,diploma,6.0,72.8,yes,>60 min,no,64.7,90.5,59.6,70.6
577,19,other,private,high school,4.4,68.2,yes,15-30 min,no,72.0,60.0,45.5,56.5
578,17,female,private,post graduate,2.5,69.4,yes,<15 min,no,55.0,60.8,28.2,50.1
579,19,other,public,post graduate,2.2,69.9,yes,15-30 min,no,63.1,46.4,79.9,54.5
580,14,male,public,graduate,3.9,50.8,no,30-60 min,yes,54.7,64.7,58.4,59.6
581,14,female,private,post graduate,5.5,68.4,no,<15 min,no,86.5,92.5,73.9,76.6
582,19,other,private,graduate,4.3,69.7,yes,15-30 min,no,80.4,78.8,67.8,68.4
583,14,male,private,phd,2.5,79.6,no,15-30 min,no,58.4,75.1,67.0,61.8
584,14,female,public,phd,5.1,74.0,yes,15-30 min,yes,100.0,73.8,58.0,75.6
585,16,other,private,phd,8.0,58.6,yes,>60 min,yes,76.1,80.3,90.9,85.1
586,19,male,private,no formal,1.8,79.4,yes,15-30 min,yes,31.4,53.2,55.3,42.7
587,18,other,public,no formal,4.5,51.8,yes,<15 min,yes,49.0,49.9,59.3,56.7
588,14,female,private,diploma,3.3,66.7,yes,>60 min,no,57.5,77.0,64.1,61.8
589,19,other,public,post graduate,2.1,81.0,yes,>60 min,no,47.3,49.8,29.0,39.5
590,19,female,private,high school,7.1,81.2,yes,30-60 min,no,91.2,100.0,100.0,97.7
591,18,male,private,no formal,7.7,59.0,no,>60 min,no,74.4,89.2,98.1,93.8
592,19,other,public,no formal,3.1,67.0,yes,<15 min,yes,38.7,34.7,35.4,44.1
593,15,male,private,graduate,3.1,72.9,no,30-60 min,no,41.5,51.6,48.9,44.5
594,19,male,public,phd,1.2,70.6,yes,>60 min,yes,44.2,43.0,51.7,40.1
